sap_substation_name,lcr_area,city_served,division,owner,n_city_rows,match_type,match_score,pge_name,pge_norm_name,pge_voltage_kv,pge_lat,pge_lon
TAYLOR RD STATION,Sierra,Rocklin,SIERRA,nonPGE,1,unmatched,0.0,,,,,
TEICHERT SUB,Stockton,Tracy,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
TEVIS SUB,Kern,Bakersfield; Rosedale,KERN,PGE,2,unmatched,0.0,,,,,
THERMAL SUB,Greater Bay Area,Oakland,EAST BAY,PGE,1,unmatched,0.0,,,,,
TIDEWATER SUB,Greater Bay Area,Bay Point; Clayton; Clyde; Concord; Martinez; Pacheco; Pleasant Hill; Vine Hill,DIABLO,PGE,8,exact,100.0,TIDEWATER,TIDEWATER,21.0,38.02052295487403,-122.06207554043746
TIVY VALLEY SUB,Greater Fresno,Squaw Valley,FRESNO,PGE,1,exact,100.0,TIVY VALLEY,TIVY VALLEY,12.0,36.770688020428544,-119.39266766293925
TOCALOMA SUB,North Coast/North Bay,Tocaloma,NORTH BAY,PGE,1,unmatched,0.0,,,,,
TOMA-TEK SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
TORNADO (TEXACO TRADING AND TRANSPORTATION C,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
TRACY DEFENSE DEPOT SUB,Stockton,Tracy,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
TRACY SUB,Stockton,Lathrop; Tracy,STOCKTON,PGE,2,exact,100.0,TRACY,TRACY,12.0,37.74813194950613,-121.41575105836796
TRANQUILITY #1,Greater Fresno,,YOSEMITE,PGE,1,unmatched,0.0,,,,,
TRANQUILITY #2,Greater Fresno,,YOSEMITE,PGE,1,unmatched,0.0,,,,,
TRIGO JCT SUB,Greater Fresno,Madera County,FRESNO,PGE,1,unmatched,0.0,,,,,
TRIMBLE SUB,Greater Bay Area,San Jose,SAN JOSE,PGE,1,exact,100.0,TRIMBLE,TRIMBLE,21.0,37.38283159012757,-121.92643970315228
TRINIDAD SUB,Humboldt,McKinleyville; Trinidad; Westhaven-Moonstone,HUMBOLDT,PGE,3,exact,100.0,TRINIDAD,TRINIDAD,12.0,41.06502580500504,-124.12827879249215
TUDOR SUB,Sierra,Tudor,SIERRA,PGE,1,exact,100.0,TUDOR,TUDOR,12.0,38.9816906487069,-121.63537871499491
TULARE LAKE SUB,Greater Fresno,Kettleman City,FRESNO,PGE,1,unmatched,0.0,,,,,
TULUCAY SUB,North Coast/North Bay,American Canyon; Napa,NORTH BAY,PGE,2,exact,100.0,TULUCAY,TULUCAY,12.0,38.24734918540386,-122.2680448123168
TWENTY-FIRST AVENUE SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,unmatched,0.0,,,,,
UC DAVIS,Sierra,Davis,SACRAMENTO,nonPGE,1,fuzzy,76.92307692307692,DAVIS,DAVIS,12.0,38.54537389882344,-121.7337412213476
UKIAH SUB,North Coast/North Bay,Talmage; Ukiah,NORTH COAST,PGE,2,exact,100.0,UKIAH,UKIAH,12.0,39.14297181783122,-123.19174687279155
ULTRA POWER (BLUE LAKE),Humboldt,Blue Lake,HUMBOLDT,nonPGE,1,unmatched,0.0,,,,,
ULTRA POWER (OGLE) SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
UPPER LAKE SUB,North Coast/North Bay,Upper Lake,HUMBOLDT,PGE,1,exact,100.0,UPPER LAKE,UPPER LAKE,12.0,39.14608725571375,-122.91705320074546
URICH SUB,Greater Bay Area,Martinez,DIABLO,PGE,1,unmatched,0.0,,,,,
US POST OFFICE SUB,Sierra,West Sacramento,SACRAMENTO,nonPGE,1,unmatched,0.0,,,,,
VALLECITOS SUB,Greater Bay Area,Sunol,MISSION,PGE,1,unmatched,0.0,,,,,
VALLEJO B SUB,North Coast/North Bay,Vallejo,NORTH BAY,PGE,1,exact,100.0,VALLEJO B,VALLEJO B,4.16,38.10678437817224,-122.24125992296035
VALLEJO C SUB,North Coast/North Bay,Vallejo,NORTH BAY,PGE,1,exact,100.0,VALLEJO C,VALLEJO C,4.16,38.09844361859794,-122.25279173182363
VALLEY CHILDREN'S HOSPITAL SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
VALLEY HOME SUB,Stockton,Valley Home,YOSEMITE,PGE,1,exact,100.0,VALLEY HOME,VALLEY HOME,17.0,37.85608548958504,-120.94440964637616
VALLEY VIEW SUB,Greater Bay Area,El Sobrante; Pinole; Richmond; San Pablo,EAST BAY,PGE,4,exact,100.0,VALLEY VIEW,VALLEY VIEW,12.0,37.96628771253263,-122.27912095478516
VASCO SUB,Greater Bay Area,Livermore,MISSION,PGE,1,exact,100.0,VASCO,VASCO,12.0,37.71097214981069,-121.71567702519704
VASONA SUB,Greater Bay Area,Cambrian Park; Campbell; Los Gatos; Monte Sereno; San Jose,DE ANZA,PGE,5,exact,100.0,VASONA,VASONA,12.0,37.25372623401983,-121.96618795298204
VEDDER SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
VICTOR SUB,Stockton,Lockeford,STOCKTON,PGE,1,exact,100.0,VICTOR,VICTOR,12.0,38.14519826927607,-121.1770973185347
VIEJO SUB,Greater Bay Area,Monterey,CENTRAL COAST,PGE,1,exact,100.0,VIEJO,VIEJO,21.0,36.578607210500685,-121.90842396908974
VIERRA SUB,Stockton,Lathrop; Manteca,STOCKTON,PGE,2,exact,100.0,VIERRA,VIERRA,17.0,37.79819570487165,-121.2743535358029
VINEYARD SUB,Greater Bay Area,Dublin; Hayward; Livermore; Pleasanton; Sunol,MISSION,PGE,5,exact,100.0,VINEYARD,VINEYARD,21.0,37.66981508616917,-121.85487819350168
VIRGINIA SUB,Greater Bay Area,Richmond,EAST BAY,PGE,1,exact,100.0,VIRGINIA,VIRGINIA,4.16,37.924728371508415,-122.35950190637028
WAHTOKE SUB,Greater Fresno,Parlier; Reedley,FRESNO,PGE,2,exact,100.0,WAHTOKE,WAHTOKE,12.0,36.61521376920539,-119.45225124272176
WALDO SUB,Greater Bay Area,El Cerrito; Kensington; Richmond,EAST BAY,PGE,3,exact,100.0,WALDO,WALDO,4.16,37.909212124547615,-122.3064730075285
WALL SUB,Greater Bay Area,El Cerrito; Richmond,EAST BAY,PGE,2,exact,100.0,WALL,WALL,4.16,37.92740629292976,-122.31817641662892
WALNUT CREEK SUB,Greater Bay Area,Walnut Creek,DIABLO,PGE,1,exact,100.0,WALNUT CREEK,WALNUT CREEK,4.16,37.904820730988014,-122.06085617174196
WARD SUB,Greater Bay Area,San Leandro,MISSION,PGE,1,exact,100.0,WARD,WARD,4.16,37.7223556609754,-122.16118821037313
WATERSHED SUB,Greater Bay Area,Redwood City,PENINSULA,PGE,1,exact,100.0,WATERSHED,WATERSHED,4.16,37.48720723663254,-122.31003681213176
WATSONVILLE SUB,Greater Bay Area,Watsonville,CENTRAL COAST,PGE,1,exact,100.0,WATSONVILLE,WATSONVILLE,4.16,36.90322145782284,-121.75635320535145
WAYNE SUB,Greater Bay Area,Alamo,DIABLO,PGE,1,unmatched,0.0,,,,,
WEIMAR SUB,Sierra,Colfax; Meadow Vista,SIERRA,PGE,2,exact,100.0,WEIMAR,WEIMAR,12.0,39.03618697846676,-120.98785201726103
WESIX (WAPA) SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
WEST FRESNO SUB,Greater Fresno,Easton; Fresno,FRESNO,PGE,2,exact,100.0,WEST FRESNO,WEST FRESNO,12.0,36.71798260214739,-119.81904246829367
WEST SACRAMENTO SUB,Sierra,W. Sacramento; West Sacramento,SACRAMENTO,PGE,2,exact,100.0,WEST SACRAMENTO,WEST SACRAMENTO,12.0,38.58949498136971,-121.54527027674682
WESTLAKE SUB,Greater Bay Area,Daly City; San Francisco,PENINSULA,PGE,2,exact,100.0,WESTLAKE,WESTLAKE,4.16,37.69887646243163,-122.48018281387162
WESTLANDS #1 RA PP SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
WESTLANDS 16RA SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
WESTLANDS 18RA SUB,Greater Fresno,Fresno County,FRESNO,nonPGE,1,unmatched,0.0,,,,,
WESTLANDS SUB,Greater Fresno,San Joaquin,YOSEMITE,PGE,1,fuzzy,77.77777777777779,WHEATLAND,WHEATLAND,12.0,39.013259823908015,-121.41884454220936
WESTLEY SUB,Stockton,Grayson; Westley,YOSEMITE,PGE,2,exact,100.0,WESTLEY,WESTLEY,12.0,37.57919043551431,-121.20566160950838
WESTPARK SUB,Kern,Bakersfield; Oildale,KERN,PGE,2,exact,100.0,WESTPARK,WESTPARK,12.0,35.37405023329696,-119.04033986202364
WHEATLAND SUB,Sierra,Beale AFB; Wheatland,SIERRA,PGE,2,exact,100.0,WHEATLAND,WHEATLAND,12.0,39.013259823908015,-121.41884454220936
WHEELER RIDGE JUNCTION SUB,Kern,Kern County,KERN,PGE,1,unmatched,0.0,,,,,
WHISMAN SUB,Greater Bay Area,Mountain View; Palo Alto; Sunnyvale,DE ANZA,PGE,3,exact,100.0,WHISMAN,WHISMAN,12.0,37.40496417559913,-122.0690328952126
WHITNEY SUB,Greater Bay Area,Pittsburg,DIABLO,PGE,1,exact,100.0,WHITNEY,WHITNEY,4.16,38.02255800796905,-121.88567049158526
WILLITS A SUB,North Coast/North Bay,Willits,NORTH COAST,PGE,1,fuzzy,87.5,WILLITS,WILLITS,12.0,39.40550748378168,-123.32695422926648
WILLOW CREEK SUB,Humboldt,Willow Creek,HUMBOLDT,PGE,1,exact,100.0,WILLOW CREEK,WILLOW CREEK,12.0,40.94802778714024,-123.64012366855172
WILLOW PASS SUB,Greater Bay Area,Bay Point; Concord; Pittsburg,DIABLO,PGE,3,exact,100.0,WILLOW PASS,WILLOW PASS,21.0,38.02501979007568,-121.96117701573776
WILSON SUB,Greater Fresno,Merced; Planada,YOSEMITE,PGE,2,exact,100.0,WILSON,WILSON,12.0,37.2934446066299,-120.40695900507797
WISE PH SUB,Sierra,Auburn,SIERRA,PGE,1,unmatched,0.0,,,,,
WISHON SUB,Greater Fresno,Auberry,YOSEMITE,PGE,1,fuzzy,83.33333333333334,WILSON,WILSON,12.0,37.2934446066299,-120.40695900507797
WITCO (OILDALE CO-GEN) SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
WITCO REFINERY SUB,Kern,Kern County,KERN,nonPGE,1,unmatched,0.0,,,,,
WOHLER SUB,North Coast/North Bay,Healdsburg,NORTH COAST,PGE,1,unmatched,0.0,,,,,
WOLFE SUB,Greater Bay Area,Cupertino; San Jose; Santa Clara; Sunnyvale,DE ANZA,PGE,4,exact,100.0,WOLFE,WOLFE,12.0,37.33477745536544,-122.02082362284114
WOOD SUB,Greater Bay Area,Oakland; Piedmont,EAST BAY,PGE,2,exact,100.0,WOOD,WOOD,4.16,37.8264060148404,-122.21614490767148
WOODACRE SUB,North Coast/North Bay,Fairfax; Lagunitas-Forest Knolls; San Geronimo; Woodacre,NORTH BAY,PGE,4,exact,100.0,WOODACRE,WOODACRE,12.0,38.01250684697549,-122.65399200051384
WOODBRIDGE WINERY SUB,Stockton,Lodi,STOCKTON,nonPGE,1,unmatched,0.0,,,,,
WOODCHUCK SUB,Greater Fresno,Wilson Village,FRESNO,PGE,1,unmatched,0.0,,,,,
WOODLAND BIOMASS,Sierra,Woodland,SACRAMENTO,PGE,1,unmatched,0.0,,,,,
WOODLAND SUB,Sierra,Woodland,SACRAMENTO,PGE,2,exact,100.0,WOODLAND,WOODLAND,12.0,38.67836096439384,-121.75921270604204
WOODSIDE SUB,Greater Bay Area,Atherton; Emerald Lake Hills; Menlo Park; Portola Valley; Redwood City; Woodside,PENINSULA,PGE,6,exact,100.0,WOODSIDE,WOODSIDE,12.0,37.437220837862704,-122.24226770027914
WOODWARD SUB,Greater Fresno,Clovis; Fresno; Fresno County; Friant,FRESNO,PGE,4,exact,100.0,WOODWARD,WOODWARD,21.0,36.896288880187065,-119.75080744529772
WRIGHT SUB,Greater Fresno,Los Banos,YOSEMITE,PGE,1,exact,100.0,WRIGHT,WRIGHT,12.0,37.01392488612878,-120.94478091254076
WYANDOTTE SUB,Sierra,Concow; Oroville; Oroville East; Palermo; South Oroville,NORTH VALLEY,PGE,5,exact,100.0,WYANDOTTE,WYANDOTTE,12.0,39.49164315311975,-121.54096296885037
YANCY SUB,Greater Fresno,Fresno County,FRESNO,PGE,1,unmatched,0.0,,,,,
YOSEMITE SUB,Greater Bay Area,San Francisco,SAN FRANCISCO,PGE,1,exact,100.0,YOSEMITE,YOSEMITE,4.16,37.72932287844001,-122.39705250965748
YUBA GOLDFIELDS,Sierra,Marysville,SIERRA,PGE,1,unmatched,0.0,,,,,
ZAMORA SUB,Sierra,Zamora,SACRAMENTO,PGE,1,exact,100.0,ZAMORA,ZAMORA,12.0,38.77465430165772,-121.85821418077823
